2016-10-22 23:03:04,435 |main                 |ContainerLoader               |I| [Startup] Loading containers from C:/Users/Windows/git/IMSProject/IMS/framework/base/config/ofbiz-containers.xml for loaders {main}
2016-10-22 23:03:40,753 |catalina-startup-0   |ServiceContainer              |I| Created new dispatcher [accounting] (catalina-startup-0)
2016-10-22 23:03:40,754 |catalina-startup-0   |ControlServlet                |I| LOADING WEBAPP [accounting] Open For Business - Accounting Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\accounting\webapp\accounting\
2016-10-22 23:03:40,784 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.009s, 229 requests, 96 views in jndi:/0.0.0.0/humanres/WEB-INF/controller.xml
2016-10-22 23:03:40,871 |catalina-startup-2   |ConfigXMLReader               |I| controller loaded: 0.016s, 482 requests, 228 views in file:/C:/Users/Windows/git/IMSProject/IMS/applications/accounting/webapp/accounting/WEB-INF/controller.xml
2016-10-22 23:03:40,892 |catalina-startup-0   |ConfigXMLReader               |I| controller loaded: 0.019s, 482 requests, 228 views in jndi:/0.0.0.0/accounting/WEB-INF/controller.xml
2016-10-22 23:03:40,957 |catalina-startup-1   |ConfigXMLReader               |I| controller loaded: 0.013s, 482 requests, 228 views in file:/C:/Users/Windows/git/IMSProject/IMS/applications/accounting/webapp/accounting/WEB-INF/controller.xml
2016-10-22 23:03:40,966 |catalina-startup-3   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/manufacturing])
2016-10-22 23:03:40,973 |catalina-startup-2   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/facility])
2016-10-22 23:03:40,979 |catalina-startup-0   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/catalog])
2016-10-22 23:03:41,056 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/iCalendar])
2016-10-22 23:03:41,140 |catalina-startup-3   |ServiceDispatcher             |I| Registering dispatcher: manufacturing
2016-10-22 23:03:41,140 |catalina-startup-3   |ServiceContainer              |I| Created new dispatcher [manufacturing] (catalina-startup-3)
2016-10-22 23:03:41,141 |catalina-startup-3   |ControlServlet                |I| LOADING WEBAPP [manufacturing] Open For Business - Manufacturing Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\manufacturing\webapp\manufacturing\
2016-10-22 23:03:41,149 |catalina-startup-1   |ServiceDispatcher             |I| Registering dispatcher: ical
2016-10-22 23:03:41,150 |catalina-startup-1   |ServiceContainer              |I| Created new dispatcher [ical] (catalina-startup-1)
2016-10-22 23:03:41,194 |catalina-startup-0   |ServiceDispatcher             |I| Registering dispatcher: catalog
2016-10-22 23:03:41,195 |catalina-startup-0   |ServiceContainer              |I| Created new dispatcher [catalog] (catalina-startup-0)
2016-10-22 23:03:41,197 |catalina-startup-0   |ControlServlet                |I| LOADING WEBAPP [catalog] Open For Business - Catalog, located at C:\Users\Windows\git\IMSProject\IMS\applications\product\webapp\catalog\
2016-10-22 23:03:41,206 |catalina-startup-2   |ServiceDispatcher             |I| Registering dispatcher: facility
2016-10-22 23:03:41,206 |catalina-startup-2   |ServiceContainer              |I| Created new dispatcher [facility] (catalina-startup-2)
2016-10-22 23:03:41,207 |catalina-startup-2   |ControlServlet                |I| LOADING WEBAPP [facility] Open For Business - Facility Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\product\webapp\facility\
2016-10-22 23:03:41,266 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/workeffort])
2016-10-22 23:03:41,276 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.003s, 136 requests, 59 views in jndi:/0.0.0.0/manufacturing/WEB-INF/controller.xml
2016-10-22 23:03:41,335 |catalina-startup-2   |ConfigXMLReader               |I| controller loaded: 0.007s, 235 requests, 89 views in jndi:/0.0.0.0/facility/WEB-INF/controller.xml
2016-10-22 23:03:41,370 |catalina-startup-1   |ServiceDispatcher             |I| Registering dispatcher: workeffort
2016-10-22 23:03:41,371 |catalina-startup-1   |ServiceContainer              |I| Created new dispatcher [workeffort] (catalina-startup-1)
2016-10-22 23:03:41,397 |catalina-startup-1   |ControlServlet                |I| LOADING WEBAPP [workeffort] Open For Business - Work Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\workeffort\webapp\workeffort\
2016-10-22 23:03:41,418 |catalina-startup-1   |ConfigXMLReader               |I| controller loaded: 0.004s, 141 requests, 65 views in jndi:/0.0.0.0/workeffort/WEB-INF/controller.xml
2016-10-22 23:03:41,425 |catalina-startup-3   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/content])
2016-10-22 23:03:41,437 |catalina-startup-0   |ConfigXMLReader               |I| controller loaded: 0.027s, 535 requests, 176 views in jndi:/0.0.0.0/catalog/WEB-INF/controller.xml
2016-10-22 23:03:41,448 |catalina-startup-2   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/partymgr])
2016-10-22 23:03:41,520 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/tomahawk])
2016-10-22 23:03:41,565 |catalina-startup-0   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/flatgrey])
2016-10-22 23:03:41,583 |catalina-startup-3   |ServiceDispatcher             |I| Registering dispatcher: content
2016-10-22 23:03:41,583 |catalina-startup-3   |ServiceContainer              |I| Created new dispatcher [content] (catalina-startup-3)
2016-10-22 23:03:41,585 |catalina-startup-3   |ControlServlet                |I| LOADING WEBAPP [content] Open For Business - Content Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\content\webapp\content\
2016-10-22 23:03:41,628 |catalina-startup-2   |ServiceDispatcher             |I| Registering dispatcher: partymgr
2016-10-22 23:03:41,628 |catalina-startup-2   |ServiceContainer              |I| Created new dispatcher [partymgr] (catalina-startup-2)
2016-10-22 23:03:41,629 |catalina-startup-2   |ControlServlet                |I| LOADING WEBAPP [partymgr] Open For Business - Party Manager, located at C:\Users\Windows\git\IMSProject\IMS\applications\party\webapp\partymgr\
2016-10-22 23:03:41,652 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.019s, 370 requests, 153 views in jndi:/0.0.0.0/content/WEB-INF/controller.xml
2016-10-22 23:03:41,669 |catalina-startup-0   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/webtools])
2016-10-22 23:03:41,688 |catalina-startup-2   |ConfigXMLReader               |I| controller loaded: 0.022s, 249 requests, 100 views in jndi:/0.0.0.0/partymgr/WEB-INF/controller.xml
2016-10-22 23:03:41,707 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/images])
2016-10-22 23:03:41,709 |catalina-startup-3   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/bi])
2016-10-22 23:03:41,813 |catalina-startup-3   |ServiceDispatcher             |I| Registering dispatcher: bi
2016-10-22 23:03:41,813 |catalina-startup-3   |ServiceContainer              |I| Created new dispatcher [bi] (catalina-startup-3)
2016-10-22 23:03:41,814 |catalina-startup-3   |ControlServlet                |I| LOADING WEBAPP [bi] Open For Business - Business Intelligence, located at C:\Users\Windows\git\IMSProject\IMS\framework\bi\webapp\bi\
2016-10-22 23:03:41,889 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.0s, 6 requests, 4 views in jndi:/0.0.0.0/bi/WEB-INF/controller.xml
2016-10-22 23:03:41,911 |catalina-startup-0   |ServiceDispatcher             |I| Registering dispatcher: webtools
2016-10-22 23:03:41,912 |catalina-startup-0   |ServiceContainer              |I| Created new dispatcher [webtools] (catalina-startup-0)
2016-10-22 23:03:41,913 |catalina-startup-0   |ControlServlet                |I| LOADING WEBAPP [webtools] Open For Business - Web Tools, located at C:\Users\Windows\git\IMSProject\IMS\framework\webtools\webapp\webtools\
2016-10-22 23:03:42,166 |catalina-startup-0   |ConfigXMLReader               |I| controller loaded: 0.187s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-10-22 23:03:42,187 |catalina-startup-0   |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/C:/Users/Windows/git/IMSProject/IMS/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-10-22 23:03:42,661 |catalina-startup-0   |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Windows/git/IMSProject/IMS/framework/webapp/config/freemarkerTransforms.properties
2016-10-22 23:03:42,771 |catalina-startup-0   |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Windows/git/IMSProject/IMS/framework/widget/config/freemarkerTransforms.properties
2016-10-22 23:03:42,812 |catalina-startup-0   |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Windows/git/IMSProject/IMS/applications/content/config/freemarkerTransforms.properties
2016-10-22 23:03:43,053 |catalina-startup-0   |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Windows/git/IMSProject/IMS/applications/product/config/freemarkerTransforms.properties
2016-10-22 23:03:43,175 |main                 |CatalinaContainer             |I| Connector AJP/1.3 @ 8009 - not-secure [org.apache.coyote.ajp.AjpProtocol] started.
2016-10-22 23:03:43,176 |main                 |CatalinaContainer             |I| Connector "http-bio-0.0.0.0-8080" @ 8080 - not-secure [org.apache.coyote.http11.Http11Protocol] started.
2016-10-22 23:03:43,176 |main                 |CatalinaContainer             |I| Connector "http-bio-0.0.0.0-8443" @ 8443 - secure [org.apache.coyote.http11.Http11Protocol] started.
2016-10-22 23:03:43,176 |main                 |CatalinaContainer             |I| Started Apache Tomcat/7.0.68
2016-10-22 23:03:43,177 |main                 |ContainerLoader               |I| Started container catalina-container
2016-10-22 23:03:44,057 |OFBiz-JobPoller      |GenericDAO                    |T| Ran query in 564 milli-seconds:  EntityName: JobSandbox Sql: SELECT JOB_ID, JOB_NAME, RUN_TIME, POOL_ID, STATUS_ID, PARENT_JOB_ID, PREVIOUS_JOB_ID, SERVICE_NAME, LOADER_NAME, MAX_RETRY, CURRENT_RETRY_COUNT, AUTH_USER_LOGIN_ID, RUN_AS_USER, RUNTIME_DATA_ID, RECURRENCE_INFO_ID, TEMP_EXPR_ID, CURRENT_RECURRENCE_COUNT, MAX_RECURRENCE_COUNT, RUN_BY_INSTANCE_ID, START_DATE_TIME, FINISH_DATE_TIME, CANCEL_DATE_TIME, JOB_RESULT, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.JOB_SANDBOX WHERE ((RUN_BY_INSTANCE_ID = ? AND (STATUS_ID = ? OR STATUS_ID = ? OR STATUS_ID = ?))) ORDER BY START_DATE_TIME ASC where clause:[RUN_BY_INSTANCE_ID=ofbiz1, STATUS_ID=SERVICE_PENDING, STATUS_ID=SERVICE_QUEUED, STATUS_ID=SERVICE_RUNNING]
2016-10-22 23:03:44,068 |OFBiz-JobPoller      |JobManager                    |I| No crashed jobs to re-schedule
2016-10-22 23:03:45,989 |OFBiz-JobQueue-1     |TransactionUtil               |W| No transaction in place, so not suspending.
2016-10-22 23:03:46,097 |OFBiz-JobQueue-1     |SequenceUtil                  |I| Got bank of sequenced IDs for [JobSandbox]; curSeqId=11200, maxSeqId=11300, bankSize=100
2016-10-22 23:03:46,597 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [11012] -- Next runtime: Sun Oct 23 00:03:45 IST 2016
2016-10-22 23:03:46,615 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [11114] -- Next runtime: Sat Oct 22 23:18:45 IST 2016
2016-10-22 23:03:46,678 |OFBiz-JobQueue-1     |AbstractEngine                |I| Loaded Service Locations: {eedcc-test=http://localhost:8080/webtools/control/httpService, entity-sync-http=http://localhost:8080/webtools/control/httpService, rita-rmi=rmi://localhost:1099/RMIDispatcher, main-rmi=rmi://localhost:1099/RMIDispatcher, main-soap=http://localhost:8080/webtools/control/SOAPService, entity-sync-rmi=rmi://localhost:1099/RMIDispatcher, main-http=http://localhost:8080/webtools/control/httpService}
2016-10-22 23:03:48,109 |OFBiz-JobQueue-0     |ScriptUtil                    |I| The following 3 scripting engines were found:
2016-10-22 23:03:48,109 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: BeanShell Engine
2016-10-22 23:03:48,109 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 1.0
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: BeanShell
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-10-22 23:03:48,110 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     beanshell
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: Groovy Scripting Engine
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 2.0
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: Groovy
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-10-22 23:03:48,111 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2016-10-22 23:03:48,112 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-10-22 23:03:48,112 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2016-10-22 23:03:48,112 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     Groovy
2016-10-22 23:03:48,112 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: Oracle Nashorn
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 1.8.0_91
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: ECMAScript
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     js
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     nashorn
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     Nashorn
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     js
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     JS
2016-10-22 23:03:48,134 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     JavaScript
2016-10-22 23:03:48,135 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     javascript
2016-10-22 23:03:48,135 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     ECMAScript
2016-10-22 23:03:48,135 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     ecmascript
2016-10-22 23:03:48,902 |OFBiz-JobQueue-0     |GenericDAO                    |T| Ran query in 209 milli-seconds:  EntityName: UserLoginSecurityGroup Sql: SELECT USER_LOGIN_ID, GROUP_ID, FROM_DATE, THRU_DATE, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.USER_LOGIN_SECURITY_GROUP WHERE ((USER_LOGIN_ID = ?)) where clause:[USER_LOGIN_ID=system]
2016-10-22 23:03:49,205 |OFBiz-JobQueue-1     |GenericDAO                    |T| Ran query in 616 milli-seconds:  EntityName: CommunicationEvent Sql: SELECT COMMUNICATION_EVENT_ID, COMMUNICATION_EVENT_TYPE_ID, ORIG_COMM_EVENT_ID, PARENT_COMM_EVENT_ID, STATUS_ID, CONTACT_MECH_TYPE_ID, CONTACT_MECH_ID_FROM, CONTACT_MECH_ID_TO, ROLE_TYPE_ID_FROM, ROLE_TYPE_ID_TO, PARTY_ID_FROM, PARTY_ID_TO, ENTRY_DATE, DATETIME_STARTED, DATETIME_ENDED, SUBJECT, CONTENT_MIME_TYPE_ID, CONTENT, NOTE, REASON_ENUM_ID, CONTACT_LIST_ID, HEADER_STRING, FROM_STRING, TO_STRING, CC_STRING, BCC_STRING, MESSAGE_ID, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.COMMUNICATION_EVENT WHERE (((COMMUNICATION_EVENT_TYPE_ID = ? OR COMMUNICATION_EVENT_TYPE_ID = ?) AND STATUS_ID = ? AND (DATETIME_STARTED < ? OR DATETIME_STARTED IS NULL))) where clause:[COMMUNICATION_EVENT_TYPE_ID=EMAIL_COMMUNICATION, COMMUNICATION_EVENT_TYPE_ID=AUTO_EMAIL_COMM, STATUS_ID=COM_IN_PROGRESS, DATETIME_STARTED=2016-10-22 23:03:48.567]
2016-10-22 23:03:49,223 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2586] milliseconds
2016-10-22 23:03:49,223 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [2491] milliseconds
2016-10-22 23:03:49,320 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Replacement Held Order Auto-Cancel] Id [11105] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
2016-10-22 23:03:49,636 |OFBiz-JobQueue-1     |GenericDAO                    |T| Ran query in 210 milli-seconds:  EntityName: ReturnHeader Sql: SELECT RETURN_ID, RETURN_HEADER_TYPE_ID, STATUS_ID, CREATED_BY, FROM_PARTY_ID, TO_PARTY_ID, PAYMENT_METHOD_ID, FIN_ACCOUNT_ID, BILLING_ACCOUNT_ID, ENTRY_DATE, ORIGIN_CONTACT_MECH_ID, DESTINATION_FACILITY_ID, NEEDS_INVENTORY_RECEIVE, CURRENCY_UOM_ID, SUPPLIER_RMA_ID, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.RETURN_HEADER WHERE ((STATUS_ID = ? AND RETURN_HEADER_TYPE_ID = ?)) ORDER BY ENTRY_DATE ASC where clause:[STATUS_ID=RETURN_ACCEPTED, RETURN_HEADER_TYPE_ID=CUSTOMER_RETURN]
2016-10-22 23:03:49,638 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/autoCancelReplacementOrders] finished in [316] milliseconds
2016-10-22 23:03:49,673 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Purge Old Store Auto-Entered Promos] Id [11107] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
2016-10-22 23:03:50,076 |OFBiz-JobQueue-0     |GenericDAO                    |T| Ran query in 508 milli-seconds:  EntityName: FixedAsset Sql: SELECT FIXED_ASSET_ID, FIXED_ASSET_TYPE_ID, PARENT_FIXED_ASSET_ID, INSTANCE_OF_PRODUCT_ID, CLASS_ENUM_ID, PARTY_ID, ROLE_TYPE_ID, FIXED_ASSET_NAME, ACQUIRE_ORDER_ID, ACQUIRE_ORDER_ITEM_SEQ_ID, DATE_ACQUIRED, DATE_LAST_SERVICED, DATE_NEXT_SERVICE, EXPECTED_END_OF_LIFE, ACTUAL_END_OF_LIFE, PRODUCTION_CAPACITY, UOM_ID, CALENDAR_ID, SERIAL_NUMBER, LOCATED_AT_FACILITY_ID, LOCATED_AT_LOCATION_SEQ_ID, SALVAGE_VALUE, DEPRECIATION, PURCHASE_COST, PURCHASE_COST_UOM_ID, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.FIXED_ASSET WHERE ((INSTANCE_OF_PRODUCT_ID IS NOT NULL AND ACTUAL_END_OF_LIFE IS NULL)) where clause:[]
2016-10-22 23:03:50,110 |OFBiz-JobQueue-1     |GenericDAO                    |T| Ran query in 423 milli-seconds:  EntityName: ProductStorePromoAndAppl Sql: SELECT PP.PROMO_NAME, PP.USER_ENTERED, PSPA.FROM_DATE, PSPA.SEQUENCE_NUM, PSPA.MANUAL_ONLY, PSPA.PRODUCT_STORE_ID, PSPA.PRODUCT_PROMO_ID, PSPA.THRU_DATE FROM public.PRODUCT_STORE_PROMO_APPL PSPA INNER JOIN public.PRODUCT_PROMO PP ON PSPA.PRODUCT_PROMO_ID = PP.PRODUCT_PROMO_ID WHERE ((PSPA.PRODUCT_STORE_ID IS NULL AND PP.USER_ENTERED = ? AND PSPA.THRU_DATE IS NOT NULL AND PSPA.THRU_DATE < ?)) where clause:[PP_USER_ENTERED=Y, PSPA_THRU_DATE=2016-10-22 23:03:49.684]
2016-10-22 23:03:50,112 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/purgeOldStoreAutoPromos] finished in [439] milliseconds
2016-10-22 23:03:50,154 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Clear EntitySyncRemove Info] Id [11108] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
2016-10-22 23:03:50,187 |OFBiz-JobQueue-1     |EntitySyncServices            |I| Running cleanSyncRemoveInfo
2016-10-22 23:03:50,383 |OFBiz-JobQueue-1     |GenericDAO                    |T| Ran query in 192 milli-seconds:  EntityName: EntitySync Sql: SELECT ENTITY_SYNC_ID, RUN_STATUS_ID, LAST_SUCCESSFUL_SYNCH_TIME, LAST_HISTORY_START_DATE, PRE_OFFLINE_SYNCH_TIME, OFFLINE_SYNC_SPLIT_MILLIS, SYNC_SPLIT_MILLIS, SYNC_END_BUFFER_MILLIS, MAX_RUNNING_NO_UPDATE_MILLIS, TARGET_SERVICE_NAME, TARGET_DELEGATOR_NAME, KEEP_REMOVE_INFO_HOURS, FOR_PULL_ONLY, FOR_PUSH_ONLY, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.ENTITY_SYNC where clause:[]
2016-10-22 23:03:50,394 |OFBiz-JobQueue-0     |GenericDAO                    |T| Ran query in 312 milli-seconds:  EntityName: ProductMaint Sql: SELECT PRODUCT_ID, PRODUCT_MAINT_SEQ_ID, PRODUCT_MAINT_TYPE_ID, MAINT_NAME, MAINT_TEMPLATE_WORK_EFFORT_ID, INTERVAL_QUANTITY, INTERVAL_UOM_ID, INTERVAL_METER_TYPE_ID, REPEAT_COUNT, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.PRODUCT_MAINT WHERE ((PRODUCT_ID = ? AND INTERVAL_UOM_ID LIKE ?)) where clause:[PRODUCT_ID=FORKLIFT_PROPANE, INTERVAL_UOM_ID=TF_%]
2016-10-22 23:03:50,414 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [3787] milliseconds
2016-10-22 23:03:50,450 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Create Also Bought Product Associations] Id [11101] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
2016-10-22 23:03:50,528 |OFBiz-JobQueue-1     |EntitySyncServices            |I| In cleanSyncRemoveInfo removed [0] values with TX timestamp before [2016-10-21 23:03:50.386]
2016-10-22 23:03:50,530 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/cleanSyncRemoveInfo] finished in [375] milliseconds
2016-10-22 23:03:50,562 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Cancels all orders after date] Id [11103] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
2016-10-22 23:03:51,185 |OFBiz-JobQueue-1     |GenericDAO                    |T| Ran query in 240 milli-seconds:  EntityName: OrderHeader Sql: SELECT ORDER_ID, ORDER_TYPE_ID, ORDER_NAME, EXTERNAL_ID, SALES_CHANNEL_ENUM_ID, ORDER_DATE, PRIORITY, ENTRY_DATE, PICK_SHEET_PRINTED_DATE, VISIT_ID, STATUS_ID, CREATED_BY, FIRST_ATTEMPT_ORDER_ID, CURRENCY_UOM, SYNC_STATUS_ID, BILLING_ACCOUNT_ID, ORIGIN_FACILITY_ID, WEB_SITE_ID, PRODUCT_STORE_ID, TERMINAL_ID, TRANSACTION_ID, AUTO_ORDER_SHOPPING_LIST_ID, NEEDS_INVENTORY_ISSUANCE, IS_RUSH_ORDER, INTERNAL_CODE, REMAINING_SUB_TOTAL, GRAND_TOTAL, IS_VIEWED, INVOICE_PER_SHIPMENT, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP FROM public.ORDER_HEADER WHERE ((ORDER_TYPE_ID = ? AND (STATUS_ID <> ? OR STATUS_ID IS NULL) AND (STATUS_ID <> ? OR STATUS_ID IS NULL))) where clause:[ORDER_TYPE_ID=PURCHASE_ORDER, STATUS_ID=ORDER_CANCELLED, STATUS_ID=ORDER_COMPLETED]
2016-10-22 23:03:51,187 |OFBiz-JobQueue-0     |GenericDAO                    |T| Ran query in 517 milli-seconds:  EntityName: OrderHeader Sql: SELECT ORDER_ID FROM public.ORDER_HEADER WHERE ((ORDER_TYPE_ID = ? AND ENTRY_DATE > ?)) ORDER BY ENTRY_DATE ASC where clause:[ORDER_TYPE_ID=SALES_ORDER, ENTRY_DATE=2016-10-13 00:00:03.838]
2016-10-22 23:03:51,203 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/createAlsoBoughtProductAssocs] finished in [752] milliseconds
2016-10-22 23:03:51,240 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Re-Try Failed Auths NSF] Id [11110] -- Next runtime: Sun Oct 23 00:00:00 IST 2016
